Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Queens,ELL Status,ELL,2008,4 year June,2620,1091,41.6,1014,38.7,92.9,243,9.3,22.3,771,29.4,70.7,77,2.9,7.1,1010,38.5,459,17.5,39,1.5,19,0.7
Queens,ELL Status,ELL,2007,4 year June,2733,1218,44.6,939,34.4,77.1,222,8.1,18.2,717,26.2,58.9,279,10.2,22.9,923,33.8,514,18.8,39,1.4,37,1.4
Queens,ELL Status,ELL,2006,4 year June,2598,1168,45.0,793,30.5,67.9,195,7.5,16.7,598,23,51.2,375,14.4,32.1,832,32,497,19.1,57,2.2,40,1.5
Queens,ELL Status,ELL,2005,4 year June,2507,1049,41.8,630,25.1,60.1,202,8.1,19.3,428,17.1,40.8,419,16.7,39.9,826,32.9,516,20.6,49,2,67,2.7
Queens,ELL Status,ELL,2004,4 year June,2456,919,37.4,537,21.9,58.4,183,7.5,19.9,354,14.4,38.5,382,15.6,41.6,957,39,523,21.3,51,2.1,6,0.2
Queens,ELL Status,ELL,2003,4 year June,2127,579,27.2,314,14.8,54.2,112,5.3,19.3,202,9.5,34.9,265,12.5,45.8,857,40.3,621,29.2,56,2.6,14,0.7
Queens,ELL Status,ELL,2002,4 year June,1963,476,24.2,223,11.4,46.8,58,3.0,12.2,165,8.4,34.7,254,12.9,53.4,789,40.2,614,31.3,45,2.3,26,1.3
Queens,ELL Status,ELL,2001,4 year June,2689,873,32.5,362,13.5,41.5,136,5.1,15.6,226,8.4,25.9,512,19,58.6,1023,38,673,25,107,4,12,0.4
Queens,ELL Status,ELL,2012,5 year August,1464,562,38.4,463,31.6,82.4,20,1.4,3.6,443,30.3,78.8,99,6.8,17.6,213,14.5,541,37,112,7.7,18,1.2
Queens,ELL Status,ELL,2011,5 year August,1873,968,51.7,883,47.1,91.2,144,7.7,14.9,739,39.5,76.3,85,4.5,8.8,187,10,598,31.9,95,5.1,12,0.6
Queens,ELL Status,ELL,2010,5 year August,2140,1039,48.6,953,44.5,91.7,181,8.5,17.4,772,36.1,74.3,86,4,8.3,275,12.9,701,32.8,88,4.1,21,1
Queens,ELL Status,ELL,2009,5 year August,2558,1311,51.3,1207,47.2,92.1,264,10.3,20.1,943,36.9,71.9,104,4.1,7.9,399,15.6,726,28.4,88,3.4,19,0.7
Queens,ELL Status,ELL,2008,5 year August,2576,1383,53.7,1266,49.1,91.5,248,9.6,17.9,1018,39.5,73.6,117,4.5,8.5,402,15.6,669,26,98,3.8,15,0.6
Queens,ELL Status,ELL,2007,5 year August,2654,1556,58.6,1075,40.5,69.1,228,8.6,14.7,847,31.9,54.4,481,18.1,30.9,230,8.7,737,27.8,89,3.4,40,1.5
Queens,ELL Status,ELL,2006,5 year August,2586,1487,57.5,919,35.5,61.8,210,8.1,14.1,709,27.4,47.7,568,22,38.2,253,9.8,692,26.8,114,4.4,35,1.4
Queens,ELL Status,ELL,2012,5 year June,1464,543,37.1,450,30.7,82.9,20,1.4,3.7,430,29.4,79.2,93,6.4,17.1,231,15.8,542,37,112,7.7,18,1.2
Queens,ELL Status,ELL,2011,5 year June,1873,949,50.7,867,46.3,91.4,144,7.7,15.2,723,38.6,76.2,82,4.4,8.6,206,11,598,31.9,95,5.1,12,0.6
Queens,ELL Status,ELL,2010,5 year June,2140,1011,47.2,926,43.3,91.6,181,8.5,17.9,745,34.8,73.7,85,4,8.4,299,14,704,32.9,89,4.2,21,1
Queens,ELL Status,ELL,2009,5 year June,2558,1264,49.4,1165,45.5,92.2,264,10.3,20.9,901,35.2,71.3,99,3.9,7.8,442,17.3,729,28.5,89,3.5,19,0.7
Queens,ELL Status,ELL,2008,5 year June,2576,1340,52.0,1225,47.6,91.4,246,9.5,18.4,979,38,73.1,115,4.5,8.6,440,17.1,674,26.2,98,3.8,15,0.6
Queens,ELL Status,ELL,2007,5 year June,2654,1520,57.3,1066,40.2,70.1,228,8.6,15,838,31.6,55.1,454,17.1,29.9,256,9.6,746,28.1,90,3.4,40,1.5
Queens,ELL Status,ELL,2006,5 year June,2586,1458,56.4,911,35.2,62.5,210,8.1,14.4,701,27.1,48.1,547,21.2,37.5,276,10.7,699,27,114,4.4,35,1.4
Queens,ELL Status,ELL,2005,5 year June,2465,1351,54.8,724,29.4,53.6,215,8.7,15.9,509,20.6,37.7,627,25.4,46.4,260,10.5,721,29.2,80,3.2,50,2
Queens,ELL Status,ELL,2004,5 year June,2385,1265,53.0,670,28.1,53.0,217,9.1,17.2,453,19,35.8,595,24.9,47,238,10,705,29.6,81,3.4,96,4
Queens,ELL Status,ELL,2003,5 year June,2127,889,41.8,408,19.2,45.9,135,6.3,15.2,273,12.8,30.7,481,22.6,54.1,297,14,818,38.5,106,5,17,0.8
Queens,ELL Status,ELL,2002,5 year June,1963,669,34.1,297,15.1,44.4,79,4.0,11.8,218,11.1,32.6,374,19.1,55.9,341,17.4,823,41.9,90,4.6,27,1.4
Queens,ELL Status,ELL,2001,5 year June,2689,1202,44.7,445,16.5,37.0,156,5.8,13,289,10.7,24,762,28.3,63.4,358,13.3,943,35.1,167,6.2,12,0.4
Queens,ELL Status,ELL,2011,6 year June,1845,983,53.3,890,48.2,90.5,144,7.8,14.6,746,40.4,75.9,93,5,9.5,98,5.3,632,34.3,105,5.7,13,0.7
Queens,ELL Status,ELL,2010,6 year June,2090,1073,51.3,980,46.9,91.3,182,8.7,17,798,38.2,74.4,93,4.4,8.7,127,6.1,752,36,96,4.6,19,0.9
Queens,ELL Status,ELL,2009,6 year June,2521,1390,55.1,1274,50.5,91.7,265,10.5,19.1,1009,40,72.6,116,4.6,8.3,202,8,804,31.9,93,3.7,19,0.8
Queens,ELL Status,ELL,2008,6 year June,2561,1452,56.7,1325,51.7,91.3,248,9.7,17.1,1077,42.1,74.2,127,5,8.7,184,7.2,750,29.3,144,5.6,19,0.7
Queens,ELL Status,ELL,2007,6 year June,2680,1602,59.8,1111,41.5,69.4,228,8.5,14.2,883,32.9,55.1,491,18.3,30.6,131,4.9,793,29.6,110,4.1,38,1.4
Queens,ELL Status,ELL,2006,6 year June,2509,1541,61.4,936,37.3,60.7,210,8.4,13.6,726,28.9,47.1,605,24.1,39.3,70,2.8,751,29.9,112,4.5,29,1.2
Queens,ELL Status,ELL,2005,6 year June,2451,1430,58.3,747,30.5,52.2,217,8.9,15.2,530,21.6,37.1,683,27.9,47.8,110,4.5,782,31.9,84,3.4,42,1.7
Queens,ELL Status,ELL,2004,6 year June,2385,1349,56.6,700,29.4,51.9,220,9.2,16.3,480,20.1,35.6,649,27.2,48.1,137,5.7,790,33.1,84,3.5,23,1
Queens,ELL Status,ELL,2003,6 year June,2100,967,46.0,424,20.2,43.8,136,6.5,14.1,288,13.7,29.8,543,25.9,56.2,94,4.5,896,42.7,107,5.1,36,1.7
Queens,ELL Status,ELL,2002,6 year June,1963,769,39.2,322,16.4,41.9,85,4.3,11.1,237,12.1,30.8,449,22.9,58.4,150,7.6,906,46.2,97,4.9,28,1.4
Queens,ELL Status,ELL,2001,6 year June,2689,1314,48.9,474,17.6,36.1,161,6.0,12.3,313,11.6,23.8,847,31.5,64.5,111,4.1,1069,39.8,176,6.5,12,0.4
Queens,ELL Status,Former ELL,2013,4 year August,1215,1086,89.4,1026,84.4,94.5,230,18.9,21.2,796,65.5,73.3,60,4.9,5.5,87,7.2,37,3,0,0,2,0.2
Queens,ELL Status,Former ELL,2012,4 year August,1127,956,84.8,895,79.4,93.6,171,15.2,17.9,724,64.2,75.7,61,5.4,6.4,135,12,32,2.8,2,0.2,2,0.2
Queens,ELL Status,Former ELL,2011,4 year August,782,640,81.8,607,77.6,94.8,142,18.2,22.2,465,59.5,72.7,33,4.2,5.2,113,14.5,19,2.4,6,0.8,3,0.4
Queens,ELL Status,Former ELL,2010,4 year August,634,480,75.7,448,70.7,93.3,96,15.1,20,352,55.5,73.3,32,5,6.7,117,18.5,31,4.9,1,0.2,4,0.6
Queens,ELL Status,Former ELL,2009,4 year August,581,475,81.8,442,76.1,93.1,133,22.9,28,309,53.2,65.1,33,5.7,6.9,89,15.3,14,2.4,0,0,3,0.5
Queens,ELL Status,Former ELL,2008,4 year August,529,429,81.1,411,77.7,95.8,117,22.1,27.3,294,55.6,68.5,18,3.4,4.2,77,14.6,20,3.8,2,0.4,1,0.2
Queens,ELL Status,Former ELL,2007,4 year August,549,460,83.8,397,72.3,86.3,131,23.9,28.5,266,48.5,57.8,63,11.5,13.7,59,10.7,25,4.6,4,0.7,1,0.2
Queens,ELL Status,Former ELL,2006,4 year August,478,390,81.6,325,68.0,83.3,117,24.5,30,208,43.5,53.3,65,13.6,16.7,54,11.3,31,6.5,0,0,3,0.6
Queens,ELL Status,Former ELL,2005,4 year August,460,397,86.3,298,64.8,75.1,132,28.7,33.2,166,36.1,41.8,99,21.5,24.9,46,10,10,2.2,2,0.4,5,1.1
Queens,ELL Status,Former ELL,2013,4 year June,1215,1053,86.7,1002,82.5,95.2,229,18.8,21.7,773,63.6,73.4,51,4.2,4.8,120,9.9,37,3,0,0,2,0.2
Queens,ELL Status,Former ELL,2012,4 year June,1127,921,81.7,862,76.5,93.6,170,15.1,18.5,692,61.4,75.1,59,5.2,6.4,170,15.1,32,2.8,2,0.2,2,0.2
Queens,ELL Status,Former ELL,2011,4 year June,782,611,78.1,587,75.1,96.1,141,18.0,23.1,446,57,73,24,3.1,3.9,141,18,19,2.4,7,0.9,3,0.4
Queens,ELL Status,Former ELL,2010,4 year June,634,445,70.2,418,65.9,93.9,96,15.1,21.6,322,50.8,72.4,27,4.3,6.1,152,24,31,4.9,1,0.2,4,0.6
Queens,ELL Status,Former ELL,2009,4 year June,581,436,75.0,409,70.4,93.8,130,22.4,29.8,279,48,64,27,4.6,6.2,128,22,14,2.4,0,0,3,0.5
Queens,ELL Status,Former ELL,2008,4 year June,529,402,76.0,385,72.8,95.8,115,21.7,28.6,270,51,67.2,17,3.2,4.2,104,19.7,20,3.8,2,0.4,1,0.2
Queens,ELL Status,Former ELL,2007,4 year June,549,433,78.9,382,69.6,88.2,131,23.9,30.3,251,45.7,58,51,9.3,11.8,84,15.3,26,4.7,5,0.9,1,0.2
Queens,ELL Status,Former ELL,2006,4 year June,478,367,76.8,308,64.4,83.9,114,23.8,31.1,194,40.6,52.9,59,12.3,16.1,77,16.1,31,6.5,0,0,3,0.6
Queens,ELL Status,Former ELL,2005,4 year June,460,378,82.2,289,62.8,76.5,132,28.7,34.9,157,34.1,41.5,89,19.3,23.5,65,14.1,10,2.2,2,0.4,5,1.1
Queens,ELL Status,Former ELL,2012,5 year August,1166,1075,92.2,1001,85.8,93.1,179,15.4,16.7,822,70.5,76.5,74,6.3,6.9,40,3.4,46,3.9,2,0.2,2,0.2
Queens,ELL Status,Former ELL,2011,5 year August,818,724,88.5,686,83.9,94.8,141,17.2,19.5,545,66.6,75.3,38,4.6,5.2,26,3.2,59,7.2,5,0.6,3,0.4
Queens,ELL Status,Former ELL,2010,5 year August,618,526,85.1,482,78.0,91.6,98,15.9,18.6,384,62.1,73,44,7.1,8.4,34,5.5,52,8.4,1,0.2,3,0.5
Queens,ELL Status,Former ELL,2009,5 year August,591,508,86.0,474,80.2,93.3,131,22.2,25.8,343,58,67.5,34,5.8,6.7,32,5.4,47,8,0,0,3,0.5
Queens,ELL Status,Former ELL,2008,5 year August,535,460,86.0,439,82.1,95.4,120,22.4,26.1,319,59.6,69.3,21,3.9,4.6,31,5.8,40,7.5,2,0.4,1,0.2
Queens,ELL Status,Former ELL,2007,5 year August,547,492,89.9,416,76.1,84.6,131,23.9,26.6,285,52.1,57.9,76,13.9,15.4,15,2.7,34,6.2,3,0.5,3,0.5
Queens,ELL Status,Former ELL,2006,5 year August,526,450,85.6,359,68.3,79.8,123,23.4,27.3,236,44.9,52.4,91,17.3,20.2,18,3.4,53,10.1,2,0.4,3,0.6
Queens,ELL Status,Former ELL,2012,5 year June,1166,1068,91.6,994,85.2,93.1,179,15.4,16.8,815,69.9,76.3,74,6.3,6.9,47,4,46,3.9,2,0.2,2,0.2
Queens,ELL Status,Former ELL,2011,5 year June,818,718,87.8,680,83.1,94.7,141,17.2,19.6,539,65.9,75.1,38,4.6,5.3,32,3.9,59,7.2,5,0.6,3,0.4
Queens,ELL Status,Former ELL,2010,5 year June,618,520,84.1,478,77.3,91.9,98,15.9,18.8,380,61.5,73.1,42,6.8,8.1,40,6.5,52,8.4,1,0.2,3,0.5
Queens,ELL Status,Former ELL,2009,5 year June,591,499,84.4,466,78.8,93.4,131,22.2,26.3,335,56.7,67.1,33,5.6,6.6,39,6.6,49,8.3,0,0,3,0.5
Queens,ELL Status,Former ELL,2008,5 year June,535,457,85.4,436,81.5,95.4,120,22.4,26.3,316,59.1,69.1,21,3.9,4.6,34,6.4,40,7.5,2,0.4,1,0.2
Queens,ELL Status,Former ELL,2007,5 year June,547,488,89.2,414,75.7,84.8,131,23.9,26.8,283,51.7,58,74,13.5,15.2,18,3.3,35,6.4,3,0.5,3,0.5
Queens,ELL Status,Former ELL,2006,5 year June,526,447,85.0,359,68.3,80.3,123,23.4,27.5,236,44.9,52.8,88,16.7,19.7,20,3.8,54,10.3,2,0.4,3,0.6
Queens,ELL Status,Former ELL,2011,6 year June,845,765,90.5,721,85.3,94.2,142,16.8,18.6,579,68.5,75.7,44,5.2,5.8,11,1.3,59,7,6,0.7,3,0.4
Queens,ELL Status,Former ELL,2010,6 year June,627,546,87.1,502,80.1,91.9,98,15.6,17.9,404,64.4,74,44,7,8.1,19,3,55,8.8,2,0.3,3,0.5
Queens,ELL Status,Former ELL,2009,6 year June,589,518,87.9,481,81.7,92.9,131,22.2,25.3,350,59.4,67.6,37,6.3,7.1,15,2.5,53,9,0,0,2,0.3
Queens,ELL Status,Former ELL,2008,6 year June,539,472,87.6,451,83.7,95.6,121,22.4,25.6,330,61.2,69.9,21,3.9,4.4,18,3.3,45,8.3,2,0.4,1,0.2
Queens,ELL Status,Former ELL,2007,6 year June,554,504,91.0,425,76.7,84.3,132,23.8,26.2,293,52.9,58.1,79,14.3,15.7,7,1.3,39,7,2,0.4,2,0.4
Queens,ELL Status,Former ELL,2006,6 year June,531,458,86.3,362,68.2,79.0,123,23.2,26.9,239,45,52.2,96,18.1,21,10,1.9,57,10.7,2,0.4,4,0.8
Queens,ELL Status,Former ELL,2005,6 year June,482,446,92.5,326,67.6,73.1,141,29.3,31.6,185,38.4,41.5,120,24.9,26.9,7,1.5,26,5.4,1,0.2,2,0.4
Queens,ELL Status,Not ELL,2013,4 year August,16571,13465,81.3,12853,77.6,95.5,4290,25.9,31.9,8563,51.7,63.6,612,3.7,4.5,2122,12.8,773,4.7,69,0.4,88,0.5
Queens,ELL Status,Not ELL,2012,4 year August,16730,13319,79.6,12720,76.0,95.5,3934,23.5,29.5,8786,52.5,66,599,3.6,4.5,2110,12.6,1037,6.2,88,0.5,61,0.4
Queens,ELL Status,Not ELL,2011,4 year August,16768,12817,76.4,12357,73.7,96.4,3924,23.4,30.6,8433,50.3,65.8,460,2.7,3.6,2561,15.3,1110,6.6,139,0.8,60,0.4
Queens,ELL Status,Not ELL,2010,4 year August,17077,12751,74.7,12218,71.5,95.8,3855,22.6,30.2,8363,49,65.6,533,3.1,4.2,2723,15.9,1234,7.2,201,1.2,76,0.4
Queens,ELL Status,Not ELL,2009,4 year August,17570,12740,72.5,12246,69.7,96.1,3795,21.6,29.8,8451,48.1,66.3,494,2.8,3.9,3033,17.3,1371,7.8,179,1,128,0.7
Queens,ELL Status,Not ELL,2008,4 year August,17656,12422,70.4,11907,67.4,95.9,3536,20.0,28.5,8371,47.4,67.4,515,2.9,4.1,3370,19.1,1491,8.4,169,1,149,0.8
Queens,ELL Status,Not ELL,2007,4 year August,16924,12297,72.7,10726,63.4,87.2,3528,20.8,28.7,7198,42.5,58.5,1571,9.3,12.8,2694,15.9,1584,9.4,104,0.6,230,1.4
Queens,ELL Status,Not ELL,2006,4 year August,16482,11660,70.7,9571,58.1,82.1,3357,20.4,28.8,6214,37.7,53.3,2089,12.7,17.9,2637,16,1724,10.5,135,0.8,318,1.9
Queens,ELL Status,Not ELL,2005,4 year August,16544,11048,66.8,8665,52.4,78.4,3300,19.9,29.9,5365,32.4,48.6,2383,14.4,21.6,2933,17.7,1908,11.5,168,1,487,2.9
Queens,ELL Status,Not ELL,2013,4 year June,16571,13005,78.5,12469,75.2,95.9,4273,25.8,32.9,8196,49.5,63,536,3.2,4.1,2577,15.6,773,4.7,73,0.4,88,0.5
Queens,ELL Status,Not ELL,2012,4 year June,16730,12848,76.8,12327,73.7,95.9,3916,23.4,30.5,8411,50.3,65.5,521,3.1,4.1,2578,15.4,1038,6.2,89,0.5,61,0.4
Queens,ELL Status,Not ELL,2011,4 year June,16768,12354,73.7,11951,71.3,96.7,3908,23.3,31.6,8043,48,65.1,403,2.4,3.3,3022,18,1110,6.6,141,0.8,60,0.4
Queens,ELL Status,Not ELL,2010,4 year June,17077,12060,70.6,11587,67.9,96.1,3833,22.4,31.8,7754,45.4,64.3,473,2.8,3.9,3413,20,1235,7.2,201,1.2,76,0.4
Queens,ELL Status,Not ELL,2009,4 year June,17570,11910,67.8,11509,65.5,96.6,3761,21.4,31.6,7748,44.1,65.1,401,2.3,3.4,3852,21.9,1373,7.8,188,1.1,128,0.7
Queens,ELL Status,Not ELL,2008,4 year June,17656,11736,66.5,11281,63.9,96.1,3521,19.9,30,7760,44,66.1,455,2.6,3.9,4039,22.9,1500,8.5,177,1,149,0.8
Queens,ELL Status,Not ELL,2007,4 year June,16924,11475,67.8,10234,60.5,89.2,3497,20.7,30.5,6737,39.8,58.7,1241,7.3,10.8,3493,20.6,1597,9.4,120,0.7,224,1.3
Queens,ELL Status,Not ELL,2006,4 year June,16482,10930,66.3,9184,55.7,84.0,3328,20.2,30.4,5856,35.5,53.6,1746,10.6,16,3363,20.4,1728,10.5,135,0.8,318,1.9
Queens,ELL Status,Not ELL,2005,4 year June,16544,10436,63.1,8371,50.6,80.2,3284,19.9,31.5,5087,30.7,48.7,2065,12.5,19.8,3544,21.4,1909,11.5,168,1,487,2.9
Queens,ELL Status,Not ELL,2004,4 year June,16269,10003,61.5,7913,48.6,79.1,3421,21.0,34.2,4492,27.6,44.9,2090,12.8,20.9,4044,24.9,1982,12.2,190,1.2,49,0.3
Queens,ELL Status,Not ELL,2003,4 year June,16288,9876,60.6,7603,46.7,77.0,3283,20.2,33.2,4320,26.5,43.7,2273,14,23,4012,24.6,2097,12.9,140,0.9,134,0.8
Queens,ELL Status,Not ELL,2002,4 year June,16299,9393,57.6,7027,43.1,74.8,2779,17.1,29.6,4248,26.1,45.2,2370,14.5,25.2,4172,25.6,2202,13.5,132,0.8,288,1.8
Queens,ELL Status,Not ELL,2001,4 year June,14322,8307,58.0,6090,42.5,73.3,2558,17.9,30.8,3532,24.7,42.5,2226,15.5,26.8,3656,25.5,2023,14.1,266,1.9,65,0.5
Queens,ELL Status,Not ELL,2012,5 year August,16707,13909,83.3,13193,79.0,94.9,3929,23.5,28.2,9264,55.4,66.6,716,4.3,5.1,981,5.9,1423,8.5,208,1.2,87,0.5
Queens,ELL Status,Not ELL,2011,5 year August,16865,13600,80.6,12997,77.1,95.6,3930,23.3,28.9,9067,53.8,66.7,603,3.6,4.4,1077,6.4,1768,10.5,224,1.3,78,0.5
Queens,ELL Status,Not ELL,2010,5 year August,17050,13604,79.8,12919,75.8,95.0,3862,22.7,28.4,9057,53.1,66.6,685,4,5,1133,6.6,1827,10.7,274,1.6,106,0.6
Queens,ELL Status,Not ELL,2009,5 year August,17632,13678,77.6,13049,74.0,95.4,3809,21.6,27.8,9240,52.4,67.6,629,3.6,4.6,1246,7.1,2107,11.9,312,1.8,141,0.8
Queens,ELL Status,Not ELL,2008,5 year August,17693,13383,75.6,12737,72.0,95.2,3544,20.0,26.5,9193,52,68.7,646,3.7,4.8,1389,7.9,2243,12.7,377,2.1,186,1.1
Queens,ELL Status,Not ELL,2007,5 year August,16829,12930,76.8,10941,65.0,84.6,3445,20.5,26.6,7496,44.5,58,1989,11.8,15.4,879,5.2,2427,14.4,312,1.9,246,1.5
Queens,ELL Status,Not ELL,2006,5 year August,16634,12529,75.3,10009,60.2,79.9,3363,20.2,26.8,6646,40,53,2520,15.1,20.1,957,5.8,2521,15.2,301,1.8,311,1.9
Queens,ELL Status,Not ELL,2012,5 year June,16707,13817,82.7,13133,78.6,95.0,3929,23.5,28.4,9204,55.1,66.6,684,4.1,5,1068,6.4,1428,8.5,208,1.2,87,0.5
Queens,ELL Status,Not ELL,2011,5 year June,16865,13511,80.1,12934,76.7,95.7,3930,23.3,29.1,9004,53.4,66.6,577,3.4,4.3,1161,6.9,1772,10.5,225,1.3,78,0.5
Queens,ELL Status,Not ELL,2010,5 year June,17050,13498,79.2,12830,75.2,95.1,3861,22.6,28.6,8969,52.6,66.4,668,3.9,4.9,1228,7.2,1837,10.8,275,1.6,106,0.6
Queens,ELL Status,Not ELL,2009,5 year June,17632,13528,76.7,12927,73.3,95.6,3809,21.6,28.2,9118,51.7,67.4,601,3.4,4.4,1387,7.9,2116,12,312,1.8,141,0.8
Queens,ELL Status,Not ELL,2008,5 year June,17693,13186,74.5,12575,71.1,95.4,3544,20.0,26.9,9031,51,68.5,611,3.5,4.6,1562,8.8,2263,12.8,380,2.1,186,1.1
Queens,ELL Status,Not ELL,2007,5 year June,16829,12784,76.0,10880,64.7,85.1,3445,20.5,26.9,7435,44.2,58.2,1904,11.3,14.9,980,5.8,2471,14.7,313,1.9,246,1.5
Queens,ELL Status,Not ELL,2006,5 year June,16634,12386,74.5,9947,59.8,80.3,3363,20.2,27.2,6584,39.6,53.2,2439,14.7,19.7,1058,6.4,2569,15.4,301,1.8,305,1.8
Queens,ELL Status,Not ELL,2005,5 year June,17216,12349,71.7,9404,54.6,76.2,3458,20.1,28,5946,34.5,48.1,2945,17.1,23.8,1221,7.1,2930,17,298,1.7,411,2.4
Queens,ELL Status,Not ELL,2004,5 year June,16477,11682,70.9,8712,52.9,74.6,3473,21.1,29.7,5239,31.8,44.8,2970,18,25.4,1240,7.5,2688,16.3,308,1.9,558,3.4
Queens,ELL Status,Not ELL,2003,5 year June,16288,11530,70.8,8299,51.0,72.0,3342,20.5,29,4957,30.4,43,3231,19.8,28,1351,8.3,2897,17.8,316,1.9,164,1
Queens,ELL Status,Not ELL,2002,5 year June,16299,11076,68.0,7774,47.7,70.2,2862,17.6,25.8,4912,30.1,44.3,3356,20.6,30.3,1457,8.9,3111,19.1,248,1.5,292,1.8
Queens,ELL Status,Not ELL,2001,5 year June,14322,9690,67.7,6521,45.5,67.3,2583,18.0,26.7,3938,27.5,40.6,3184,22.2,32.9,1168,8.2,2988,20.9,396,2.8,65,0.5
Queens,ELL Status,Not ELL,2011,6 year June,16799,13806,82.2,13154,78.3,95.3,3929,23.4,28.5,9225,54.9,66.8,652,3.9,4.7,708,4.2,1849,11,268,1.6,78,0.5
Queens,ELL Status,Not ELL,2010,6 year June,17121,13908,81.2,13163,76.9,94.6,3862,22.6,27.8,9301,54.3,66.9,745,4.4,5.4,669,3.9,1998,11.7,292,1.7,105,0.6
Queens,ELL Status,Not ELL,2009,6 year June,17624,13972,79.3,13277,75.3,95.0,3811,21.6,27.3,9466,53.7,67.7,695,3.9,5,723,4.1,2278,12.9,331,1.9,150,0.9
Queens,ELL Status,Not ELL,2008,6 year June,17682,13661,77.3,12958,73.3,94.9,3545,20.0,25.9,9413,53.2,68.9,703,4,5.1,734,4.2,2468,14,524,3,184,1
Queens,ELL Status,Not ELL,2007,6 year June,17094,13343,78.1,11255,65.8,84.4,3524,20.6,26.4,7731,45.2,57.9,2088,12.2,15.6,510,3,2524,14.8,394,2.3,248,1.5
Queens,ELL Status,Not ELL,2006,6 year June,16526,12844,77.7,10153,61.4,79.0,3351,20.3,26.1,6802,41.2,53,2691,16.3,21,405,2.5,2649,16,301,1.8,303,1.8
Queens,ELL Status,Not ELL,2005,6 year June,16749,12365,73.8,9240,55.2,74.7,3319,19.8,26.8,5921,35.4,47.9,3125,18.7,25.3,649,3.9,3046,18.2,308,1.8,371,2.2
Queens,ELL Status,Not ELL,2004,6 year June,16512,12169,73.7,8896,53.9,73.1,3473,21.0,28.5,5423,32.8,44.6,3273,19.8,26.9,887,5.4,2920,17.7,321,1.9,199,1.2
Queens,ELL Status,Not ELL,2003,6 year June,16368,11986,73.2,8450,51.6,70.5,3346,20.4,27.9,5104,31.2,42.6,3536,21.6,29.5,545,3.3,3133,19.1,341,2.1,333,2
Queens,ELL Status,Not ELL,2002,6 year June,16299,11509,70.6,7886,48.4,68.5,2866,17.6,24.9,5020,30.8,43.6,3677,22.6,31.9,727,4.5,3380,20.7,271,1.7,297,1.8
Queens,ELL Status,Not ELL,2001,6 year June,14322,10044,70.1,6625,46.3,66.0,2586,18.1,25.7,4039,28.2,40.2,3452,24.1,34.4,408,2.8,3369,23.5,421,2.9,65,0.5
Staten Island,ELL Status,ELL,2013,4 year August,94,28,29.8,14,14.9,50.0,0,0.0,0,14,14.9,50,14,14.9,50,33,35.1,28,29.8,3,3.2,2,2.1
Staten Island,ELL Status,ELL,2012,4 year August,102,24,23.5,13,12.7,54.2,1,1.0,4.2,12,11.8,50,11,10.8,45.8,38,37.3,33,32.4,3,2.9,4,3.9
Staten Island,ELL Status,ELL,2011,4 year August,111,35,31.5,16,14.4,45.7,2,1.8,5.7,14,12.6,40,19,17.1,54.3,37,33.3,30,27,2,1.8,7,6.3
Staten Island,ELL Status,ELL,2010,4 year August,105,45,42.9,25,23.8,55.6,2,1.9,4.4,23,21.9,51.1,20,19,44.4,31,29.5,28,26.7,1,1,0,0
Staten Island,ELL Status,ELL,2009,4 year August,118,41,34.7,27,22.9,65.9,4,3.4,9.8,23,19.5,56.1,14,11.9,34.1,43,36.4,28,23.7,5,4.2,1,0.8
Staten Island,ELL Status,ELL,2008,4 year August,162,59,36.4,48,29.6,81.4,4,2.5,6.8,44,27.2,74.6,11,6.8,18.6,67,41.4,34,21,1,0.6,1,0.6
Staten Island,ELL Status,ELL,2007,4 year August,138,48,34.8,29,21.0,60.4,4,2.9,8.3,25,18.1,52.1,19,13.8,39.6,51,37,31,22.5,2,1.4,6,4.3
Staten Island,ELL Status,ELL,2006,4 year August,153,79,51.6,45,29.4,57.0,13,8.5,16.5,32,20.9,40.5,34,22.2,43,35,22.9,24,15.7,11,7.2,4,2.6
Staten Island,ELL Status,ELL,2005,4 year August,187,66,35.3,25,13.4,37.9,3,1.6,4.5,22,11.8,33.3,41,21.9,62.1,52,27.8,41,21.9,20,10.7,8,4.3
Staten Island,ELL Status,ELL,2013,4 year June,94,27,28.7,14,14.9,51.9,0,0.0,0,14,14.9,51.9,13,13.8,48.1,34,36.2,28,29.8,3,3.2,2,2.1
Staten Island,ELL Status,ELL,2012,4 year June,102,22,21.6,13,12.7,59.1,1,1.0,4.5,12,11.8,54.5,9,8.8,40.9,40,39.2,33,32.4,3,2.9,4,3.9
Staten Island,ELL Status,ELL,2011,4 year June,111,29,26.1,16,14.4,55.2,2,1.8,6.9,14,12.6,48.3,13,11.7,44.8,43,38.7,30,27,2,1.8,7,6.3
